事業所番号,求人番号,都道府県,職安管轄コード,産業分類コード,職業分類コード,職業細分類コード,受付番号,事業所名,事業所名フリガナ,郵便番号,所在地,事業内容,従業員数(全体),従業員数(就業場所),従業員数(男性),従業員数(女性),資本金(億円),職種,備考,休日日数,給与(円),賞与(基本給、円),賞与(平均、万円),交代制,鉄道路線,最寄駅,求人Ｍ,求人Ｆ,求人ＭＦ,就業場所,職種分類,応募先郵便番号,応募先,採用担当部署,採用担当者,採用担当TEL,採用担当FAX,前年度事業所紐づけ
2307-205401-3,23070-297159,愛知県,2307,329,92,1,250138,株式会社　キクテック,キクテック,470-2295,愛知県知多郡阿久比町大字卯坂字梅ヶ丘１５０番地,交通安全施設の設計開発・制作・施工・販売及びインテリア・リフォームの設計施工,329,191,169,22,0.8,交通安全施設、広告宣伝用品製造施工,,121,190000,6.00,0.00,シフト,名鉄河和線,阿久比,1,,,阿久比町,"技能（機械、製造、技術）",470-2295,愛知県知多郡阿久比町大字卯坂字梅ヶ丘１５０番地,管理本部総務課長課長補佐,内藤　晴夫,0569-48-1145,0569-48-8255,240192　株式会社　キクテック　交通安全施設、広告宣伝用品製造施工
2302-636895-6,23020-353659,愛知県,2302,593,45,11,250139,株式会社　エスケーアイ,エスケーアイ,460-0012,名古屋市中区千代田５丁目２１－２０,携帯販売代理店,374,8,4,4,0.1,携帯電話販売スタッフ（愛知県・静岡県）,,113,125000,4.00,0.00,なし,地下鉄鶴舞線,鶴舞,,,1,名古屋市緑区、県外,接客・販売,460-0012,愛知県名古屋市中区千代田５丁目２１－２０,人財戦略部,田中,052-262-4744,052-262-4551,230146　株式会社　エスケーアイ　携帯電話販売スタッフ
2303-643612-7,23020-577459,愛知県,2303,704,58,3,250140,株式会社　トヨタレンタリース名古屋,トヨタレンタリース　ナゴヤ,451-0077,名古屋市西区笹塚町2丁目90番地,レンタカー、カーリース,500,6,4,2,0.5,レンタル店舗運営職,,120,195000,6.10,0.00,フレックス,地下鉄鶴舞線,庄内通,,,1,名古屋市熱田区、名古屋市中区、刈谷市,接客・販売,451-0077,名古屋市西区笹塚町2丁目90番地,人事部　人事・人財開発,丹羽　亜由美,052-523-5574,052-523-2116,240140　株式会社　トヨタレンタリース名古屋　レンタル店舗運営職
2311-189381-3,23110-109259,愛知県,2311,311,70,3,250141,株式会社　松尾製作所,マツオセイサクショ,474-0001,愛知県大府市北崎町井田27-1,輸送用機械器具製造業,1485,936,662,274,1,総合職（事務、オペレータ、製品検査、自動機製作、設備管理、物流、情報システム等）,,121,195000,5.10,0.00,2交代,名鉄名古屋本線,前後,,,2,大府市、名古屋市南区、豊明市,総合,474-0001,愛知県大府市北崎町井田27-1,総務人事部　担当,脇谷　周平,0562-47-5214,0562-48-3547,240055　株式会社　松尾製作所　総合職（事務・オペレータ・製品検査、自動機製作、設備管理、物流、金型加工等）
2307-200421-5,23070-182259,愛知県,2307,484,67,1,250142,富士スチールワーク　株式会社,フジスチールワーク,476-0015,"愛知県東海市東海町５丁目３番地　日本製鉄(株)　名古屋製鉄所構内",薄板鋼板の包装作業、及び付帯される搬送作業と、整理作業,210,190,173,17,1,"技能職",,100,209000,4.00,0.00,3交代,名鉄常滑線,新日鉄前,1,,,東海市,"技能（その他）",476-0015,"愛知県東海市東海町５丁目３番地　日本製鉄(株)　名古屋製鉄所構内",社長,磯部　勝美,052-603-5581,052-603-5373,"240103　富士スチールワーク　株式会社　技能職"
2307-180320-3,23070-47659,愛知県,2307,223,71,99,250143,株式会社　岡島パイプ製作所,オカジマパイプセイサクショ,470-2102,愛知県知多郡東浦町大字緒川字葭狭間1-5,鋼管の製造販売,121,113,97,16,2.4,生産設備オペレーター,,116,190000,6.50,0.00,シフト,名鉄河和線,巽ヶ丘,,,1,東浦町,"技能（検査・管理）",477-0031,愛知県東海市大田町上浜田58,総務課,臼井　悟史,0562-33-2135,0562-33-2138,220053　株式会社　岡島パイプ製作所　生産設備の運転及び付帯作業
2303-70097-0,23030-637559,愛知県,2303,341,34,1,250144,東邦ガス　株式会社,トウホウガス　,456-0004,名古屋市熱田区桜田町19-18,ガスの供給に関する事業,1139,1139,945,194,330,事務職（グループ会社への出向あり）,,120,203500,4.20,0.00,シフト,JR東海道本線,金山,,1,,名古屋市熱田区,事務,456-0004,名古屋市熱田区桜田町19-18,人事部　人財グループ,野崎　雄斗,052-872-9333,052-872-9295,240204　東邦ガス　株式会社　事務職（グループ会社への出向あり）
2311-300020-5,23110-735759,愛知県,2311,291,79,2,250145,"株式会社　デンソー","デンソー",448-8661,愛知県刈谷市昭和町１－１,自動車用システム製品等の開発、製造、販売,43781,43781,36657,7124,1874,生産関係職,,121,200000,0.00,226.00,2交代,JR東海道本線,刈谷,,4,,安城市、刈谷市、西尾市,"技能（機械、製造、技術）",448-8661,愛知県刈谷市昭和町１－１,"人事部　労政・技能人事室　課長",細川　智浩,050-1737-4109,0566-25-4583,"240245　株式会社　デンソー　生産関係職"
2307-188004-3,23070-523759,愛知県,2307,222,71,1,250146,"愛知製鋼　株式会社（AICHI STEEL）",アイチセイコウ,476-8666,愛知県東海市荒尾町ワノ割１,特殊鋼鋼材、電子・磁性部品、鍛鋼品および各種機械、装置、器具の製造と販売,2707,2707,2462,245,250,技術学園生,,124,215000,5.10,0.00,なし,名鉄常滑線,聚楽園,,,3,東海市,"技能（その他）",476-8666,愛知県東海市荒尾町ワノ割１,人事部　人事労政室,大瀧　諒,052-603-9220,052-603-1603,"240160　愛知製鋼　株式会社（AICHI STEEL）　技術学園生"
2307-615296-3,23070-450459,愛知県,2307,501,74,2,250147,"株式会社　デンソーウェーブ","デンソーウェーブ",470-2297,愛知県知多郡阿久比町大字草木字芳池１,自動認識装置等の機器やシステムの開発・販売・製造,1263,1014,824,190,4.95,"技能",,121,194000,5.20,0.00,シフト,名鉄河和線,阿久比,,,1,阿久比町,"技能（検査・管理）",470-2297,愛知県知多郡阿久比町大字草木字芳池１,人事総務部　人事課,戸田,0569-49-5157,0569-49-5482,"240243　株式会社　デンソーウェーブ　技能"
2307-202785-7,23070-382059,愛知県,2307,871,34,1,250148,あいち知多農業協同組合（JAあいち知多）,アイチチタノウギョウキョウドウクミアイ,479-8601,愛知県常滑市多屋字茨廻間1-111,金融（JAバンク）、共済（JA共済）、営農、生活事業等,1115,208,116,92,69,営業及び事務職,,121,210000,6.24,0.00,なし,名鉄常滑線,常滑,,1,,常滑市,接客・販売,479-8601,愛知県常滑市多屋字茨廻間1-111,人事部人財開発課　課長,モミ山　潤一郎,0569-34-9960,0569-34-9953,240042　あいち知多農業協同組合（JAあいち知多）　営業及び事務職
2311-619477-7,23110-258759,愛知県,2311,247,74,11,250149,株式会社　東海理機,トウカイリキ,474-8557,愛知県大府市横根町惣作７０,"各種スプリング、金属プレス、プレート、ワイヤ―フォーミング、モジュール製品開発、自動車部品製造、樹脂成形部品製造",727,277,142,135,1,自動車部品製造職（車のワイパーなど）,,121,193200,5.00,0.00,2交代,JR東海道本線,大府,,,1,大府市,"技能（機械、製造、技術）",474-8557,愛知県大府市横根町惣作７０,管理部　人事・総務課,山本　麻友美,0562-46-2281,0562-46-2284,240206　株式会社　東海理機　自動車部品製造職（車のワイパーなど）
2309-360010-0,23090-225459,愛知県,2309,311,74,11,250150,トヨタ自動車　株式会社,トヨタジドウシャ,471-8571,愛知県豊田市トヨタ町１番地,自動車等の製造・販売,72917,72917,62366,10551,6354,"技能職",,121,200000,7.60,0.00,2交代,愛知環状鉄道,三河豊田,,,3,豊田市、碧南市、田原市,"技能（検査・管理）",471-8571,愛知県豊田市トヨタ町１番地,"人事部技能系人事室　採用グループ長",後藤　幸治,0565-23-1672,
2307-201150-6,23070-125459,愛知県,2307,282,34,3,250151,三笠電子工業　株式会社,ミカサデンシコウギョウ,477-0037,愛知県東海市高横須賀町御亭１番地,電子部品ならびに自動車部品の製造,70,70,19,51,0.13,生産,,113,188000,3.00,0.00,なし,名鉄常滑線,尾張横須賀,,,2,東海市,"技能（検査・管理）",477-0037,愛知県東海市高横須賀町御亭１番地,企画部　部長,大野　利治,0562-32-0020,0562-32-0400,240157　三笠電子工業　株式会社　生産
2311-406898-9,23110-353459,愛知県,2311,291,74,2,250152,日本高圧電気　株式会社,ニホンコウアツデンキ,474-0053,愛知県大府市柊山町8丁目288番地,高圧気中開閉器、高圧カットアウト等、配電用機器の製造販売,240,192,159,33,1,生産職（配電機器の組立／検査・点検・部品加工）,,120,200000,4.00,0.00,なし,JR東海道本線,大府,,,1,大府市,"技能（検査・管理）",474-0053,愛知県大府市柊山町8丁目288番地,管理本部　総務部　部長,亀井　裕一,0562-45-5595,0562-45-5686
2311-406898-9,23110-355659,愛知県,2311,291,74,2,250153,日本高圧電気　株式会社,ニホンコウアツデンキ,474-0053,愛知県大府市柊山町8丁目288番地,高圧気中開閉器、高圧カットアウト等、配電用機器の製造販売,240,192,159,33,1,生産職（配電機器の組立・点検・メンテナンス）,,120,200000,4.00,0.00,なし,JR東海道本線,大府,1,,,大府市,"技能（検査・管理）",474-0053,愛知県大府市柊山町8丁目288番地,管理本部　総務部　部長,亀井　裕一,0562-45-5595,0562-45-5686
2301-631591-0,23010-796259,愛知県,2301,331,40,1,250154,中部電力パワーグリッド　株式会社,チュウブデンリョクパワーグリッド,461-8680,名古屋市東区東新町１番地,"一般送配電事業 等",8978,1123,983,140,400,事務職,,123,200000,0.00,183.00,フレックス,地下鉄名城線,栄,2,,,名古屋市東区、名古屋市中区、県外,事務,461-8680,名古屋市東区東新町１番地,本社　総務部　人事グループ,松井　良允,052-973-2161,052-973-3157,240252　中部電力パワーグリッド　株式会社　事務職
2303-100194-6,23030-367359,愛知県,2303,311,71,6,250155,株式会社　河村工機製作所,カワムラコウキセイサクショ,458-0801,名古屋市緑区鳴海町字太鼓田４－１,金属プレス加工等,184,143,90,53,1,製造,,115,200000,4.00,0.00,なし,名鉄河和線,植大,,,1,阿久比町,"技能（機械、製造、技術）",458-0801,名古屋市緑区鳴海町字太鼓田４－１,総務,井谷　匠吾,052-621-8111,052-623-0969,240249　株式会社　河村工機製作所　製造
1301-221840-2,13010-3379459,東京都,1301,97,72,1,250156,山崎製パン　株式会社,ヤマザキセイパン,101-8585,東京都千代田区岩本町３丁目１０番１号,各種パン、和菓子、洋菓子等の製造並びに販売,41690,1409,981,428,110.14,生産職（S・A地域）,,116,200300,4.46,0.00,3交代,その他（県外）,岩本町,,,1,県外,"技能（食品製造・調理）",101-8585,東京都千代田区岩本町３丁目１０番１号,人事本部　採用課長,稲田　翔,03-3864-3155,03-3864-3152,240153　山崎製パン　株式会社　生産職
1301-221840-2,13010-3388459,東京都,1301,97,82,2,250157,山崎製パン　株式会社,ヤマザキセイパン,101-8585,東京都千代田区岩本町３丁目１０番１号,各種パン、和菓子、洋菓子等の製造並びに販売,41690,1409,981,428,110.14,ルートセールスドライバー職,,116,200300,4.46,0.00,3交代,その他（県外）,岩本町,,,1,県外,"技能（その他）",101-8585,東京都千代田区岩本町３丁目１０番１号,人事本部　採用課長,稲田　翔,03-3864-3155,03-3864-3152,240154　山崎製パン　株式会社　ルートセールスドライバー
1301-221840-2,13010-3393159,東京都,1301,97,45,6,250158,山崎製パン　株式会社,ヤマザキセイパン,101-8585,東京都千代田区岩本町３丁目１０番１号,各種パン、和菓子、洋菓子等の製造並びに販売,41690,1409,981,428,110.14,販売職,,116,200300,4.46,0.00,3交代,その他（県外）,岩本町,,,1,県外,接客・販売,101-8585,東京都千代田区岩本町３丁目１０番１号,人事本部　採用課長,稲田　翔,03-3864-3155,03-3864-3152,240155　山崎製パン　株式会社　販売職
1301-221840-2,13010-3395559,東京都,1301,97,45,6,250159,山崎製パン　株式会社,ヤマザキセイパン,101-8585,東京都千代田区岩本町３丁目１０番１号,各種パン、和菓子、洋菓子等の製造並びに販売,41690,1409,981,428,110.14,デイリーヤマザキ店舗スタッフ職,,116,200300,4.46,0.00,3交代,その他（県外）,岩本町,,,1,県外,接客・販売,101-8585,東京都千代田区岩本町３丁目１０番１号,人事本部　採用課長,稲田　翔,03-3864-3155,03-3864-3152,240156　山崎製パン　株式会社　デイリーヤマザキ店舗スタッフ職
1005-613678-7,10050-400759,群馬県,1005,106,73,99,250160,JA全農くみあい飼料　株式会社,ジェイエイゼンノウクミアイシリョウ,373-0015,群馬県太田市東新町818番地,飼料・肥料の製造及び販売,1248,248,153,95,115,飼料の販売（エリア総合職）,,125,180000,4.70,0.00,3交代,名鉄常滑線,寺本,1,,,知多市、県外,接客・販売,373-0015,群馬県太田市東新町818番地,東日本事業本部　管理部　部長,小林　克弘,0276-40-5566,0276-40-5220,240229　JA全農くみあい飼料株式会社　飼料・肥料の製造（総合職）
